Well ID,S.No,STATE,DISTRICT,BLOCK,LOCATION,LATITUDE,LONGITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U(ppb)
W230035081363701,2504,Madhya Pradesh,Anuppur,Jaithari,Kerar,23.1783,81.5869,2021,7.52,832,0,433,37,12,2,BDL,350,112,17,33,1.6,0.26,38,541,
W231145081584303,2505,Madhya Pradesh,Anuppur,Kotma,Kotma,23.1925,81.9844,2021,7.24,495,0,183,32,5,40,BDL,165,44,13,32,2.5,0.05,29,322,
W225901081532201,2506,Madhya Pradesh,Anuppur,Jaithari,Lapta,23.1161,81.8911,2021,7.59,985,0,372,105,8,44,BDL,325,84,28,78,3.5,0.54,28,640,
W231506081530401,2507,Madhya Pradesh,Anuppur,Anuppur,Muddhoba,23.2717,81.8825,2021,7.62,972,0,348,120,12,16,0.1,300,82,23,82,1.6,0.15,34,632,
W230322081473601,2508,Madhya Pradesh,Anuppur,Jaithari,Murra Tola,23.5206,81.7894,2021,7.23,502,0,214,35,11,15,BDL,185,42,19,35,2.4,0.42,45,326,
W231234081590601,2509,Madhya Pradesh,Anuppur,Kotma,Nagara Bandh,23.2547,82.0953,2021,7.74,932,0,421,82,9,6,BDL,325,90,24,68,2.6,0.69,32,606,
W225130081384501,2510,Madhya Pradesh,Anuppur,Pushprajgarh,Piparaha,22.8750,81.6261,2021,7.59,578,0,281,27,17,5,0.1,205,46,22,42,3.2,0.17,28,376,
W224702081434501,2511,Madhya Pradesh,Anuppur,Pushprajgarh,Podki,22.7942,81.7339,2021,7.96,585,0,293,27,14,6,BDL,210,50,21,45,1.5,0.11,46,380,
W225600081363003,2512,Madhya Pradesh,Anuppur,Pushprajgarh,Rajendra Gram,22.9294,81.6008,2021,7.32,511,0,250,27,5,7,0.3,185,42,19,34,1.1,0.07,26,332,
W225522081522201,2513,Madhya Pradesh,Anuppur,Jaithari,Venkat Nagar,22.9039,81.8747,2021,7.78,695,0,372,17,16,4,BDL,220,58,18,62,2.3,0.26,41,452,
W242547077485901,2514,Madhya Pradesh,Ashok Nagar,Mungoali,Athaikhera,24.430,77.816,2021,8.05,980,0,477,37,5,13,BDL,370,28,73,48,2.7,1.32,28,637,
W232500088270001,2515,Madhya Pradesh,Ashok Nagar,Mungoali,Bahadurpur,24.342,77.969,2021,8.08,1586,0,471,191,10,125,0.1,640,90,101,62,2.1,0.26,22,1031,
W225500077390401,2516,Madhya Pradesh,Ashok Nagar,Ashok Nagar,Barkheda,24.571,77.806,2021,7.61,475,0,193,35,4,11,BDL,140,38,11,40,1.7,0.60,18,309,
W244242078080901,2517,Madhya Pradesh,Ashok Nagar,Chanderi,Chanderi,24.712,78.136,2021,7.62,746,0,103,101,55,80,0.2,50,14,4,138,5.7,0.20,23,485,
W242156077522901,2518,Madhya Pradesh,Ashok Nagar,Mungoali,Damdama,24.366,77.875,2021,8.16,567,0,272,22,4,21,BDL,235,64,18,19,2.2,0.27,22,369,
W244545077513001,2519,Madhya Pradesh,Ashok Nagar,Isagarh,Dhakoni,24.763,77.856,2021,7.45,532,0,260,20,6,8,BDL,215,66,12,20,1.0,0.21,26,346,
W245032077524801,2520,Madhya Pradesh,Ashok Nagar,Isagarh,Isagarh,24.838,77.888,2021,7.70,853,0,151,119,85,35,BDL,130,14,23,130,5.7,0.36,30,554,
W243334078051701,2521,Madhya Pradesh,Ashok Nagar,Mungoali,Khalilpur,24.560,78.090,2021,7.52,618,0,236,52,11,25,BDL,225,72,11,30,12.4,0.28,22,402,
W242411078063401,2522,Madhya Pradesh,Ashok Nagar,Mungoali,Mungaoli,24.403,78.109,2021,7.88,1257,0,308,215,8,60,BDL,485,112,50,62,2.7,0.32,36,817,
W244652077481201,2523,Madhya Pradesh,Ashok Nagar,Isagarh,Pachlana,24.781,77.803,2021,8.01,610,0,284,25,5,20,BDL,150,20,24,66,1.8,0.48,31,397,
W243144078060601,2524,Madhya Pradesh,Ashok Nagar,Mungoali,Sahrai,24.529,78.102,2021,7.45,225,0,55,20,8,27,BDL,50,12,5,25,1.4,0.41,15,146,
W243653077435201,2525,Madhya Pradesh,Ashok Nagar,Ashok Nagar,Sankat Mochan,24.615,77.731,2021,7.39,723,0,354,25,6,20,0.1,215,34,32,63,2.0,0.43,22,470,
W244408077472201,2526,Madhya Pradesh,Ashok Nagar,Isagarh,Saraskheri,24.734,77.788,2021,8.07,708,0,348,17,5,32,BDL,250,60,24,44,1.7,0.55,28,460,
W242711078060001,2527,Madhya Pradesh,Ashok Nagar,Mungoali,Sehpura Chak,24.453,78.100,2021,8.27,445,18,183,12,5,10,BDL,135,24,18,36,1.4,0.48,19,289,
W243740077334801,2528,Madhya Pradesh,Ashok Nagar,Ashok Nagar,Semrisahabad,24.628,77.565,2021,8.13,608,0,305,20,4,15,BDL,225,52,23,33,2,0.12,26,395,
W243712077352401,2529,Madhya Pradesh,Ashok Nagar,Ashok Nagar,Shadora,24.622,77.565,2021,7.84,1055,0,372,125,8,25,BDL,405,88,45,50,1.7,0.32,33,686,
W203614085324201,2530,Madhya Pradesh,Ashok Nagar,Isagarh,Shankarpur,24.755,77.921,2021,8.12,362,0,55,42,5,36,BDL,70,18,6,23,17,0.07,20,235,
W214035079570801,2531,Madhya Pradesh,Balaghat,Waraseoni,Amai,21.676,79.952,2021,7.92,1006,0,262,135,10,65,0.045,460,92,56,15,2.8,0.96,28,654,
W220830080221001,2532,Madhya Pradesh,Balaghat,Paraswada,Bagholi,22.142,80.369,2021,8.05,321,0,122,17,15,14,BDL,100,28,7,22,6.5,0.15,22,209,
W220615080330502,2533,Madhya Pradesh,Balaghat,Baihar,Baihar1,22.104,80.551,2021,8.10,929,0,195,150,45,34,0.1,275,72,23,80,4.2,0.09,35,604,
W214846080110101,2534,Madhya Pradesh,Balaghat,Balaghat,Balaghat,21.813,80.184,2021,8.15,773,0,232,105,16,18,BDL,205,78,2,78,4.0,0.27,28,502,
W221100080425001,2535,Madhya Pradesh,Balaghat,Baihar,Bhaisanghat,22.183,80.714,2021,8.107,319,0,128,7,22,12,0.15,100,38,1,18,10.1,0.11,55,207,
W213305080243001,2536,Madhya Pradesh,Balaghat,Kirnapur,Bhanegaon,21.551,80.408,2021,8.433,453,18,201,12,5,3,BDL,180,46,16,19,2.6,0.11,38,294,
W220040080442301,2537,Madhya Pradesh,Balaghat,Birsa,Birsa,22.011,80.74,2021,7.982,273,0,122,12,10,4,0.14,80,20,7,23,2.9,0.36,45,177,
W213620079454501,2538,Madhya Pradesh,Balaghat,Khairlanji,Bonkatta,21.606,79.763,2021,8.08,962,0,323,122,20,12,0.21,275,52,35,93,2.2,0.39,22,625,
W215347080474302,2539,Madhya Pradesh,Balaghat,Birsa,Damoh2,21.896,80.795,2021,8.103,267,0,92,20,9,7,0.2,75,24,4,20,1.8,0.07,32,174,
W213810079471001,2540,Madhya Pradesh,Balaghat,Khairlanji,Garraghoda,21.634,79.79,2021,7.966,473,0,207,27,7,14,BDL,165,46,12,30,4.2,0.28,22,307,
W221409080521501,2541,Madhya Pradesh,Balaghat,Baihar,Jawaditula,22.236,80.871,2021,8.374,359,24,79,25,22,10,BDL,125,32,11,21,3.4,0.05,35,233,
W220133079590801,2542,Madhya Pradesh,Balaghat,Lalbarra,Kanjai,22.031,79.976,2021,7.983,594,0,299,20,10,3,BDL,240,48,29,22,1.9,0.42,37,386,
W212401081593102,2543,Madhya Pradesh,Balaghat,Waraseoni,Kanki,21.832,80.152,2021,8.313,328,18,128,10,5,2,BDL,100,32,5,26,1.8,0.03,23,213,
W215651080024801,2544,Madhya Pradesh,Balaghat,Lalbarra,Katang Tola,21.946,80.047,2021,8.32,435,18,104,37,12,34,BDL,170,52,10,17,3.3,0.25,30,283,
W214615079481203,2545,Madhya Pradesh,Balaghat,Katangi,Katangi,21.772,79.805,2021,7.872,1676,0,305,345,10,92,BDL,580,120,68,115,5.2,0.39,28,1089,
W214250079475001,2546,Madhya Pradesh,Balaghat,Katangi,Katedhara,21.714,79.797,2021,8.093,630,0,140,70,60,35,0.1,210,74,6,45,2.4,0.26,30,410,
W213604079584501,2547,Madhya Pradesh,Balaghat,Khairlanji,Khairlanji,21.601,79.979,2021,8.501,928,42,403,12,28,9,0.12,60,16,5,182,3.8,1.33,28,603,
W220730080285001,2548,Madhya Pradesh,Balaghat,Paraswada,Khurmundi,22.126,80.475,2021,8.336,608,30,55,52,65,69,0.22,195,62,10,45,5.1,0.24,22,395,
W213735080194301,2549,Madhya Pradesh,Balaghat,Kirnapur,Kirnapur,21.626,80.329,2021,8.318,906,30,177,107,72,22,0.12,175,46,15,100,42.6,0.15,24,589,
W214725079554301,2550,Madhya Pradesh,Balaghat,Waraseoni,Kochwahi,21.79,79.929,2021,8.12,498,0,134,55,22,34,BDL,165,48,11,33,4.1,0.2,42,324,
W220830080073002,2551,Madhya Pradesh,Balaghat,Balaghat,Lamta1,22.135,80.124,2021,8.105,340,0,92,12,45,25,BDL,115,36,6,21,3.4,0.16,31,221,
W215548080210701,2552,Madhya Pradesh,Balaghat,Baihar,Laugur,21.931,80.351,2021,8.413,382,36,116,15,5,3,0.13,125,42,5,26,3.7,0.05,25,248,
W215756080073001,2553,Madhya Pradesh,Balaghat,Balaghat,Magardarta,21.965,80.125,2021,8.626,463,30,165,15,8,3,BDL,140,42,9,36,2.7,0.92,28,301,
W213750079502001,2554,Madhya Pradesh,Balaghat,Khairlanji,Miragpur,21.631,79.839,2021,8.335,783,24,165,97,12,66,BDL,300,72,29,39,2.6,0.6,23,509,
W220915080402001,2555,Madhya Pradesh,Balaghat,Baihar,Mukki,22.154,80.672,2021,8.416,795,36,299,40,18,4,0.12,245,38,36,46,34.6,0.26,35,517,
W214838080024501,2556,Madhya Pradesh,Balaghat,Waraseoni,Newargaon,21.811,80.046,2021,8.52,484,42,165,12,5,6,BDL,180,44,17,23,4.8,0.45,36,315,
W221035080180301,2557,Madhya Pradesh,Balaghat,Paraswada,Paraswara,22.178,80.296,2021,7.852,448,0,85,55,20,55,0.54,140,42,9,33,3.8,0.2,28,291,
W220042080324701,2558,Madhya Pradesh,Balaghat,Baihar,Parsatola,22.012,80.546,2021,7.91,409,0,159,25,5,27,0.1,130,32,12,30,2.7,0.14,31,266,
W213650080145001,2559,Madhya Pradesh,Balaghat,Kirnapur,Rajegaon,21.631,80.25,2021,7.878,817,0,323,77,6,25,BDL,195,58,12,95,3.1,0.15,33,531,
W213952080010201,2560,Madhya Pradesh,Balaghat,Khairlanji,Rampalli,21.664,80.017,2021,8.13,581,0,201,47,8,47,BDL,175,52,11,49,3.1,0.06,35,378,
W220910080130001,2561,Madhya Pradesh,Balaghat,Paraswada,Rangpatbaba,22.15,80.212,2021,8.395,536,18,238,12,8,4,0.12,135,42,7,55,2.9,0.93,29,348,
W214218080133001,2562,Madhya Pradesh,Balaghat,Balaghat,Saleteka New,21.705,80.225,2021,7.944,628,0,287,37,6,6,0.1,195,58,12,49,1.9,0.14,52,408,
W214650080483601,2563,Madhya Pradesh,Balaghat,Birsa,Saletekhri,21.781,80.81,2021,7.843,355,0,43,40,18,72,0.15,95,34,2,35,2.8,0.05,39,231,
W215810080292501,2564,Madhya Pradesh,Balaghat,Baihar,Samnapur,21.969,80.49,2021,7.897,801,0,146,162,8,41,BDL,255,98,2,63,3.5,0.15,52,521,
W221120080561301,2565,Madhya Pradesh,Balaghat,Baihar,Supkhar,22.189,80.937,2021,8.059,450,0,104,30,40,49,0.1,125,48,1,36,9.8,0.05,26,293,
W214548080030702,2566,Madhya Pradesh,Balaghat,Waraseoni,Waraseoni1,21.764,80.051,2021,8.027,449,0,140,65,5,5,0.21,105,32,6,48,6.6,0.05,22,292,
W214832075103101,2567,Madhya Pradesh,Barwani,Rajpur,Balsamund,21.81,75.175,2021,7.86,782,0,415,27,5,2,BDL,140,26,18,113,2.4,0.63,20,508,
W215851075180901,2568,Madhya Pradesh,Barwani,Thikri,Baruphatak,21.978,75.3,2021,7.64,978,0,427,57,28,29,BDL,395,80,47,40,2,0.63,25,636,
W220220075000601,2569,Madhya Pradesh,Barwani,Thikri,Borlai,22.038,75.997,2021,7.61,1625,0,354,238,42,158,BDL,640,82,106,76,2,0.58,36,1056,
W213410075192801,2570,Madhya Pradesh,Barwani,Sendhawa,Chachariya,21.588,75.317,2021,7.45,608,0,177,42,38,35,BDL,235,52,26,22,2.1,0.19,25,395,
W215217075110501,2571,Madhya Pradesh,Barwani,Rajpur,Julwania,21.872,75.186,2021,7.73,630,0,311,25,10,2,BDL,165,40,16,65,1.9,1.11,20,410,
W214057074552401,2572,Madhya Pradesh,Barwani,Newali,Niwali1,21.683,74.922,2021,7.43,1465,0,421,188,28,104,BDL,505,122,49,102,2.4,0.29,33,952,
W214922074575501,2573,Madhya Pradesh,Barwani,Rajpur,Palsud,21.824,74.967,2021,7.65,938,0,238,106,65,42,BDL,280,68,27,83,3.1,0.24,28,610,
W215611075081001,2574,Madhya Pradesh,Barwani,Rajpur,Rajpur,21.936,75.136,2021,7.52,1167,0,299,151,45,57,BDL,340,54,50,107,2.9,0.33,42,759,
W213716077551501,2575,Madhya Pradesh,Betul,Athner,Athner1,21.621,77.921,2021,8.12,372,0,103,64,5,5,0.2,86,18,10,48,1.2,0.78,22,242,
W215137077553701,2576,Madhya Pradesh,Betul,Betul,Betul1,21.86,77.927,2021,7.65,1114,0,260,188,52,22,BDL,293,71,28,126,2.3,0.12,9,724,
W213840077381201,2577,Madhya Pradesh,Betul,Bhainsdehi,Bhainsdehi1,21.644,77.637,2021,7.54,1092,0,495,57,27,31,BDL,409,113,31,64,2.1,0.17,38,710,
W221640077521101,2578,Madhya Pradesh,Betul,Shahpur,Bhonra,22.278,77.87,2021,8.12,2200,0,1025,135,42,35,BDL,870,272,46,122,8.5,0.65,48,1430,
W220622077300001,2579,Madhya Pradesh,Betul,Chicholi,Chirapatala,22.106,77.495,2021,7.72,598,0,262,35,22,6,0.2,160,42,13,65,4.2,0.62,27,389,
W215453077445301,2580,Madhya Pradesh,Betul,Chicholi,Gadha,21.915,77.748,2021,7.24,475,0,177,42,17,14,BDL,145,38,12,42,2.5,1.10,40,309,
W215256078310701,2581,Madhya Pradesh,Betul,Multai,Ghatpiparia,21.882,78.519,2021,7.48,462,0,85,67,50,9,0.2,85,28,4,62,1.2,3.50,23,300,
W220716078001701,2582,Madhya Pradesh,Betul,Ghoradongri,Ghoradongri,22.121,78.003,2021,7.18,1286,0,671,37,21,12,BDL,375,102,29,121,1.6,0.42,53,836,
W213530077423701,2583,Madhya Pradesh,Betul,Bhainsdehi,Gudagaon,21.592,77.71,2021,7.27,928,0,360,62,41,27,BDL,385,98,34,48,1.9,0.10,25,603,
W213749077564701,2584,Madhya Pradesh,Betul,Athner,Gujarmaal,21.63,77.946,2021,7.62,530,0,128,62,27,52,0.1,80,18,9,86,2.2,0.78,34,345,
W214332077443301,2585,Madhya Pradesh,Betul,Bhainsdehi,Jhallar,21.726,77.743,2021,7.51,1065,0,555,17,41,23,BDL,460,144,24,36,2.5,0.17,35,692,
W215831077420501,2586,Madhya Pradesh,Betul,Chicholi,Jogli,21.977,77.698,2021,7.43,385,0,128,30,22,36,BDL,140,30,16,27,1.7,0.27,41,250,
W210705078220801,2587,Madhya Pradesh,Betul,Multai,Junapani,21.721,78.353,2021,7.51,462,0,159,52,17,14,0.1,160,42,13,35,1.2,4.30,24,300,
W214950078245501,2588,Madhya Pradesh,Betul,Multai,Kapasia,21.831,78.4153,2021,7.69,502,0,189,47,22,9,BDL,180,50,13,38,1.5,3.40,20,326,
W215124077481001,2589,Madhya Pradesh,Betul,Betul,Khedi,21.857,77.803,2021,7.12,753,0,342,55,27,2,BDL,250,62,23,64,3.6,1.46,22,489,
W221228077250801,2590,Madhya Pradesh,Betul,Chicholi,Khokharkheda,22.208,77.419,2021,7.82,582,0,256,35,15,15,0.3,145,38,12,68,4.5,0.21,35,378,
W214607077533801,2591,Madhya Pradesh,Betul,Betul,Kolgaon,21.769,77.894,2021,7.52,642,0,287,40,19,7,BDL,195,50,17,57,6.5,0.12,40,417,
W212747077393001,2592,Madhya Pradesh,Betul,Bhainsdehi,Kotal Kund,21.463,77.658,2021,7.76,666,0,287,37,21,23,BDL,205,58,15,61,2.1,0.17,44,433,
W213610078070401,2593,Madhya Pradesh,Betul,Prabhat Pattam,Masod New,21.603,78.118,2021,7.12,726,0,305,37,33,37,0.3,225,48,26,66,1.8,0.21,31,472,
W214630078152001,2594,Madhya Pradesh,Betul,Multai,Multaidw,21.775,78.256,2021,7.89,689,0,256,27,53,21,BDL,280,82,18,28,1.9,0.46,36,448,
W220418077523001,2595,Madhya Pradesh,Betul,Chicholi,Nimpani,22.072,77.875,2021,7.54,856,0,390,37,42,5,BDL,295,82,22,57,2.6,0.37,41,556,
W220404077320101,2596,Madhya Pradesh,Betul,Chicholi,Pathakhera,22.068,77.534,2021,7.29,626,0,220,50,46,5,BDL,210,62,13,52,2.4,0.26,34,407,
W213903078155801,2597,Madhya Pradesh,Betul,Prabhat Pattam,Pattan,21.651,78.266,2021,7.33,712,0,311,32,27,31,BDL,205,52,18,72,1.8,0.24,29,463,
W213049077415801,2598,Madhya Pradesh,Betul,Bhainsdehi,Sanwal Medha,21.514,77.699,2021,7.42,265,0,98,15,12,13,0.2,75,18,7,22,1.5,0.57,18,172,
W220706078083301,2599,Madhya Pradesh,Betul,Ghoradongri,Sarni,21.514,78.143,2021,7.69,765,0,336,47,13,20,BDL,275,82,17,46,1.6,0.64,31,497,
W215048078053101,2600,Madhya Pradesh,Betul,Multai,Sasundra,21.833,78.092,2021,7.53,592,0,275,20,16,27,BDL,215,58,17,37,2.3,0.12,28,385,
W190520074491701,2601,Madhya Pradesh,Betul,Shahpur,Shahpur,22.197,77.907,2021,7.76,1177,0,506,87,27,11,0.1,455,150,19,62,4.1,0.11,42,765,
W141123078105001,2602,Madhya Pradesh,Bhind,Lahar,Alampur,26.0284,78.7982,2021,7.92,1245,0,622,64,25,19,0.1,290,84,19,164,3.0,0.51,23,809,
W264500078383901,2603,Madhya Pradesh,Bhind,Ater,Ater,26.7489,78.644,2021,7.96,2385,0,585,423,58,63,BDL,575,184,28,285,3.4,0.43,26,1550,
W261746078584801,2604,Madhya Pradesh,Bhind,Lahar,Balaji,26.2967,78.9788,2021,8.01,2126,0,1121,62,42,15,0.2,575,190,24,232,2.3,1.64,45,1382,
W262040078293101,2605,Madhya Pradesh,Bhind,Gohad,Bhagathar,26.3448,78.4904,2021,7.69,3802,0,758,742,152,27,BDL,930,312,36,453,5.8,0.42,36,2471,
W262831078284201,2606,Madhya Pradesh,Bhind,Gohad,Bhirkhari,26.4767,78.4749,2021,8.11,1903,0,832,173,35,6,0.3,330,102,18,285,3.1,1.14,29,1237,
W262119078380301,2607,Madhya Pradesh,Bhind,Mehgaon,Chirole,26.3546,78.6317,2021,7.92,2898,0,746,525,45,34,0.3,245,84,9,558,3.9,0.44,23,1884,
W255946078524501,2608,Madhya Pradesh,Bhind,Lahar,Daboh,25.9979,78.8718,2021,7.82,985,0,444,35,65,14,BDL,325,104,16,78,2.4,0.33,42,640,
W243050086111501,2609,Madhya Pradesh,Bhind,Lahar,Dewri,26.081,78.9011,2021,7.92,942,0,357,72,22,63,BDL,225,64,16,112,2.7,1.01,37,612,
W263556078300601,2610,Madhya Pradesh,Bhind,Mehgaon,Gormi,26.5992,78.5062,2021,7.96,1456,0,739,54,38,13,BDL,300,98,13,202,2.4,0.26,28,946,
W262206078290201,2611,Madhya Pradesh,Bhind,Gohad,Khader,26.3695,78.4843,2021,7.24,868,0,320,84,15,36,0.3,325,106,15,55,2.9,0.82,26,564,
W261110078565001,2612,Madhya Pradesh,Bhind,Lahar,Lahar,26.1885,78.9452,2021,8.04,1563,0,536,223,35,37,BDL,290,78,23,235,2.9,0.56,43,1016,
W263117078435001,2613,Madhya Pradesh,Bhind,Ater,Lavan,26.5427,78.7395,2021,8.07,1112,0,592,35,12,10,BDL,280,98,9,135,4.5,0.95,23,723,
W233037072310901,2614,Madhya Pradesh,Bhind,Gohad,Mau,26.2724,78.6651,2021,8.09,2256,0,653,324,56,21,0.2,670,224,27,212,3.6,1.42,45,1466,
W262952078360401,2615,Madhya Pradesh,Bhind,Mehgaon,Mehgaon,26.5007,78.5984,2021,8.06,2189,0,826,230,22,78,BDL,505,164,23,255,7.2,1.69,42,1423,
W263343078314701,2616,Madhya Pradesh,Bhind,Mehgaon,Meroli,26.5185,78.5704,2021,8.01,1756,0,930,52,26,14,0.3,395,112,28,245,2.6,0.62,38,1141,
W263813078563001,2617,Madhya Pradesh,Bhind,Bhind,Nahrakapura,26.6228,78.9313,2021,7.96,1465,0,610,136,8,30,BDL,415,142,15,143,3.7,1.72,36,952,
W263834078524601,2618,Madhya Pradesh,Bhind,Bhind,Phuph,26.6426,78.8788,2021,7.92,1548,0,832,35,18,31,BDL,285,102,7,223,3.5,0.37,37,1006,
W255500083450001,2619,Madhya Pradesh,Bhind,Ron Mihona,Ratanpura,25.967,78.8255,2021,7.89,785,0,401,37,5,11,0.2,205,64,11,85,4.3,0.46,28,510,
W235213077145401,2620,Madhya Pradesh,Bhopal,Berasia,Amlia,23.87,77.248,2021,7.91,635,0,242,50,27,25,0.05,290,64,32,18,0.4,0.47,24,413,
W231624077210601,2621,Madhya Pradesh,Bhopal,Phanda,Bairagarh,23.273,77.352,2021,7.81,1268,0,374,227,10,4,0.1,490,116,49,74,0.5,0.32,38,824,
W232350077323001,2622,Madhya Pradesh,Bhopal,Phanda,Balampurghati,23.397,77.542,2021,8.55,360,11.88,97,45,9,5,0.08,120,30,11,28,0.2,0.11,14,234,
W231250077283002,2623,Madhya Pradesh,Bhopal,Phanda,Barkheda Pathani,23.214,77.475,2021,7.56,1091,0,193,200,41,33,0.12,425,90,49,61,0.2,0.10,34,709,
W233722077255001,2624,Madhya Pradesh,Bhopal,Berasia,Berasia,23.623,77.431,2021,8.00,860,0,399,72,12,7,0.05,385,82,44,31,1.2,0.26,29,559,
W231516077345001,2625,Madhya Pradesh,Bhopal,Phanda,Bilkhiria,23.2557,77.58,2021,7.71,955,0,519,40,12,3,0.11,355,56,52,69,0.2,0.48,39,621,
W231232077223201,2626,Madhya Pradesh,Bhopal,Phanda,Chichli,23.209,77.376,2021,7.09,279,0,66,35,24,5,0.08,95,28,6,22,0.5,0.04,8,181,
W231642077241601,2627,Madhya Pradesh,Bhopal,Phanda,Dig Bangla,23.278,77.404,2021,7.78,958,0,447,97,8,3,0.05,225,32,35,137,1.5,0.63,31,623,
W231312077261201,2628,Madhya Pradesh,Bhopal,Phanda,E- 2 Nursery,23.22,77.437,2021,7.98,740,0,356,40,13,17,0.06,325,90,24,29,0.7,0.30,20,481,
W232122077250401,2629,Madhya Pradesh,Bhopal,Phanda,Islamnagar,23.3572,77.4164,2021,7.66,1463,0,489,197,12,70,0.14,430,90,50,79,129.8,0.16,33,951,
W231636077223501,2630,Madhya Pradesh,Bhopal,Phanda,Lal Ghati,23.277,77.376,2021,7.75,522,0,151,70,14,26,0.08,185,50,15,38,6.5,0.09,19,339,
W234740077152301,2631,Madhya Pradesh,Bhopal,Berasia,Nagirabad,23.794,77.256,2021,7.60,1109,0,350,180,16,40,0.08,505,100,62,47,0.5,0.35,36,721,
W232436077235601,2632,Madhya Pradesh,Bhopal,Phanda,Nipaniya Jaat,23.4101,77.3989,2021,8.01,1054,0,374,130,8,37,0.05,450,116,39,45,1.4,0.28,32,685,
W231455077290001,2633,Madhya Pradesh,Bhopal,Phanda,Patel Nagar,23.2492,77.4954,2021,7.46,949,0,320,107,19,38,0.08,425,104,40,31,1.3,0.20,37,617,
W231250077283001,2634,Madhya Pradesh,Bhopal,Phanda,Piplani,23.214,77.475,2021,8.04,465,0,229,27,9,5,0.05,200,50,18,22,1.5,0.17,25,302,
W233915077204901,2635,Madhya Pradesh,Bhopal,Berasia,Ramgarha,23.6542,77.3518,2021,7.57,850,0,380,37,13,39,0.13,290,62,33,68,0.4,0.63,30,553,
W230923077180101,2636,Madhya Pradesh,Bhopal,Phanda,Sarvar,23.156,77.3,2021,7.91,610,0,266,22,9,50,0.09,270,58,30,19,0.3,0.33,26,397,
W231558077235401,2637,Madhya Pradesh,Bhopal,Phanda,Shahjahana Bad,23.266,77.398,2021,7.83,864,0,338,80,14,19,0.05,255,76,16,69,15.8,0.17,35,562,
W230818079395501,2638,Madhya Pradesh,Bhopal,Phanda,Shahpura,23.207,77.423,2021,7.81,1154,0,417,137,11,9,0.14,420,100,41,75,2.4,0.17,54,750,
W231350077242401,2639,Madhya Pradesh,Bhopal,Phanda,South T T Nagar,23.231,77.407,2021,7.65,760,0,344,67,16,4,0.06,280,66,28,58,0.8,0.95,27,494,
W234440077303501,2640,Madhya Pradesh,Bhopal,Berasia,Suhaya Kala,23.744,77.51,2021,8.11,518,0,236,30,8,30,0.08,205,48,21,34,0.5,0.33,22,337,
W211717076104601,2641,Madhya Pradesh,Burhanpur,Burhanpur,Bahadurpur1,21.289,76.179,2021,8.02,1111,0,229,203,53,32,BDL,227,65,16,154,1.2,0.52,31,722,
W211952076140101,2642,Madhya Pradesh,Burhanpur,Burhanpur,Burhanpur New,21.331,76.234,2021,7.69,756,0,296,54,14,45,BDL,253,77,15,58,1.2,0.11,32,491,
W213033076453001,2643,Madhya Pradesh,Burhanpur,Khaknar,Dedtalai,21.509,76.758,2021,7.41,1012,0,393,79,33,22,0.3,409,113,31,52,1.7,0.12,39,658,
W213145076183801,2644,Madhya Pradesh,Burhanpur,Burhanpur,Dehnala,21.529,76.311,2021,7.65,844,0,314,47,32,74,BDL,192,46,18,108,3.0,0.17,25,549,
W205820074264001,2645,Madhya Pradesh,Burhanpur,Burhanpur,Ichhapur,21.163,76.171,2021,7.69,791,0,290,82,27,21,BDL,298,103,10,56,1.4,0.12,34,514,
W213251076155901,2646,Madhya Pradesh,Burhanpur,Burhanpur,Jhiri,21.396,76.248,2021,7.52,200,0,48,12,18,32,0.1,56,12,6,23,1.6,0.10,9,130,
W212013076291201,2647,Madhya Pradesh,Burhanpur,Khaknar,Karkheda,21.337,76.487,2021,7.42,1232,0,507,111,25,15,BDL,399,103,34,102,1.6,0.12,34,801,
W212447076373901,2648,Madhya Pradesh,Burhanpur,Khaknar,Manjrod Kalan,21.413,76.628,2021,7.54,1035,0,405,101,26,8,0.2,359,99,27,78,1.5,0.27,32,673,
W211354076090001,2649,Madhya Pradesh,Burhanpur,Burhanpur,Nachankheda,21.233,76.152,2021,8.07,1325,0,519,99,28,68,0.1,404,113,29,125,2.5,0.19,28,861,
W212712076233701,2650,Madhya Pradesh,Burhanpur,Khaknar,Nepa Nagar,21.453,76.394,2021,6.97,585,0,121,37,57,102,BDL,157,44,11,65,2.0,0.11,19,380,
W212548076404501,2651,Madhya Pradesh,Burhanpur,Khaknar,Pipalpani,21.43,76.679,2021,7.52,700,0,254,74,27,15,BDL,182,42,18,88,3.2,0.36,23,455,
W213306076440301,2652,Madhya Pradesh,Burhanpur,Khaknar,Shekhpura,21.552,76.734,2021,7.53,613,0,193,72,20,19,0.1,162,59,4,65,1.8,0.12,27,398,
W192830079343001,2653,Madhya Pradesh,Burhanpur,Khaknar,Sirpur,21.302,76.373,2021,7.24,810,0,284,77,34,17,BDL,303,91,18,52,1.6,0.15,31,527,
W212544076391201,2654,Madhya Pradesh,Burhanpur,Khaknar,Tukai Thad,21.429,76.653,2021,7.65,865,0,248,111,22,25,BDL,212,63,14,96,1.6,0.29,29,562,
W241158079193401,2655,Madhya Pradesh,Chhatarpur,Buxwaha,Amodha,24.1990,79.3260,2021,6.86,370,0,197,12,5,5,0.12,105,30,7,40,1.1,0.23,28,241,
